-9, -11, 20, 57
-93, 20, 54, 48
-71, -78, 93, -28
-10, 76, 98, 80
-66, -92, 90, -83
54, 86, 82, 100
54, -58, 94, -29
-13, 40, 25, 72
40, -74, 71, 70
-54, 11, 56, 97
64, 14, 66, 80
-95, 3, -60, 86
-20, -20, 70, 9
83, 56, 99, 67
9, 82, 40, 95
-99, 25, -45, 100
-26, 45, 41, 86
76, 8, 97, 21
-66, 78, 93, 96
92, 23, 95, 84
-8, 16, 31, 40
37, -37, 80, -35
51, -18, 67, 14
81, -80, 98, 66
74, 38, 84, 51
63, 87, 84, 95
22, 84, 59, 96
46, 35, 51, 62
8, -16, 89, -10
-61, -21, 12, 24
17, -41, 92, 7
-64, -45, 100, -9
-15, 67, 100, 76
49, 4, 50, 16
-99, -99, -91, -72
-42, 21, 60, 41
-88, 29, -13, 80
-32, -23, 64, 49
31, 27, 64, 36
21, 64, 22, 68
81, -22, 87, -12
-56, 10, 64, 72
-29, -26, -25, 92
-89, -43, -69, 28
13, 63, 23, 84
71, -33, 94, -4
-34, -43, -1, 11
-55, 77, -46, 87
-81, 19, -1, 40
16, 93, 53, 100
-22, 83, 87, 91
-29, -10, -18, 29
45, -24, 64, 100
2, 34, 69, 100
17, -90, 32, -19
51, 5, 72, 25
43, -74, 44, -54
-93, 83, -80, 90
-97, 45, -39, 76
89, -80, 96, -73
-46, 61, 27, 96
98, 72, 100, 85
-72, -27, 12, -20
32, 44, 54, 94
-50, 93, 16, 99
-98, 18, 22, 87
-10, 33, 42, 53
26, -55, 41, 43
-80, -39, 9, 52
-69, 4, 98, 27
-52, -21, 28, 48
10, 16, 31, 76
50, -33, 59, -15
-11, 44, 8, 72
-30, -30, 26, 40
-55, 23, 18, 43
40, -21, 71, 39
-34, -7, 68, 24
-4, 27, 4, 81
19, 56, 74, 85
44, 46, 52, 68
23, -91, 96, 53
2, 43, 7, 99
21, 22, 44, 37
13, 57, 88, 68
-3, 96, 42, 100
14, 9, 31, 27
-32, -51, 84, 81
95, -51, 99, 17
-2, -65, 76, 62
82, 44, 94, 85
91, -29, 96, 47
-22, -5, 42, 38
5, 97, 54, 98
-36, -100, 29, 86
13, -96, 15, -83
-4, 18, 2, 68
-59, 64, 43, 69
80, 60, 92, 89
-46, 80, 38, 89
-4, 67, 33, 70
-62, 70, -39, 81
56, -99, 86, 74
39, -64, 64, -28
-16, -92, 26, -47
35, -74, 92, -46
16, 36, 23, 44
-39, 91, 55, 100
-32, -69, 64, 70
14, -16, 26, 72
-65, -19, 40, 10
36, -3, 78, 6
-59, 42, 39, 96
65, 92, 81, 98
73, -9, 84, 68
-46, -62, 12, -25
26, 45, 81, 97
-21, -45, -9, -15
36, -84, 67, -12
-66, 79, -43, 100
-42, -4, 38, 44
62, -7, 94, 17
29, -80, 71, 52
97, -15, 98, 30
97, -69, 100, 56
-94, 57, -27, 61
60, 69, 68, 90
94, 28, 97, 71
-74, -68, -63, -37
-13, -85, 91, 51
-53, -99, 100, -73
-38, 35, -26, 100
-30, 53, 69, 75
46, 51, 71, 69
-4, -61, 38, 88
7, 11, 23, 98
80, -94, 94, -19
-25, 39, 37, 74
40, 72, 91, 97
-24, -47, 10, 28
35, 87, 46, 94
-61, 94, -59, 99
47, 19, 64, 36
78, 73, 89, 97
-15, 35, 42, 96
-43, -95, 78, 50
-67, -85, -65, 100
-12, 65, 21, 100
-49, 38, -10, 63
-95, 39, 64, 95
-28, 30, 19, 78
41, -43, 72, 82
97, -59, 100, -21
87, -80, 90, 85
83, -31, 90, 58
-99, -92, -26, -27
95, -10, 96, 67
-30, -21, 81, 71
-71, 82, 36, 88
35, -24, 64, -3
-69, 24, 39, 64
-81, 71, -49, 77
68, -11, 81, 93
-13, -55, 85, -25
-73, 98, 26, 100
-85, -23, 29, 55
-38, -5, 68, 95
42, 65, 92, 93
27, 32, 30, 86
-87, -36, -79, 50
-75, -52, 65, 53
-15, 69, 30, 85
9, 0, 46, 49
39, -1, 71, 20
75, 94, 100, 100
-1, -13, 61, 64
88, -82, 100, 85
9, -97, 84, -96
-51, -46, 93, 81
64, -8, 65, 90
-52, 5, 80, 12
35, -56, 96, 18
-31, 71, 52, 97
36, 96, 65, 99
21, 7, 46, 27
90, -82, 97, 4
9, -50, 34, 65
29, -63, 61, -38
0, 47, 74, 77
62, 85, 77, 98
86, -73, 90, -48
4, 65, 49, 79
79, -39, 96, 93
-93, 47, -88, 87
88, -56, 92, -3
-65, 44, -1, 73
69, -61, 87, -7
-46, -62, -3, -2
-37, 86, -8, 90
92, 74, 94, 79
-23, -80, 17, 38
27, 48, 88, 49
68, -84, 82, 78
63, -25, 78, 6
85, -52, 98, -37
65, -2, 98, 39
2, 75, 72, 98
57, -84, 78, -64
-6, 11, -1, 90
17, -59, 20, -21
69, -9, 86, 31
-11, 77, 29, 86
-10, 90, 46, 98
55, 69, 99, 76
-32, -29, 34, -12
-30, 83, -2, 92
1, 17, 100, 30
83, 88, 98, 100
68, 52, 88, 58
-31, 74, 76, 89
-36, -65, 76, 38
67, 31, 81, 43
-49, 21, 52, 72
-46, 32, -30, 47
23, 48, 46, 84
65, 21, 90, 49
27, -48, 97, 90
-91, -70, 64, -65
-67, -58, -11, -21
28, -57, 44, 62
76, -16, 99, 45
-59, -93, 69, 66
22, -3, 73, 51
-74, -3, 68, 46
-14, -78, 91, 8
79, 71, 97, 88
52, -81, 85, 94
-24, -81, 6, -62
82, -2, 92, 50
-99, -55, 6, 97
-91, -30, 84, 66
-50, -67, 91, -44
-24, 74, 86, 76
-16, -57, -12, -47
95, 42, 99, 79
22, 44, 58, 99
17, 5, 62, 56
-72, -16, 1, 66
-84, -13, -39, 34
87, -15, 92, 29
48, -72, 88, -57
-37, 57, 36, 97
-89, 41, -1, 45
38, -38, 41, -24
56, -9, 99, 95
-58, 76, 92, 79
-15, 31, 77, 80
-44, -40, 51, 87
7, 18, 32, 89
-1, -13, 0, 83
35, -34, 78, 95
31, -65, 74, -49
48, -1, 69, 8
-49, 74, 62, 78
51, 82, 85, 89
83, -78, 98, 84
70, -56, 86, 6
33, -48, 39, 65
-9, 82, -1, 85
32, -39, 64, 57
-62, 74, -8, 93
25, 97, 58, 98
97, 43, 99, 87
2, -88, 31, -26
84, -85, 85, -69
6, 53, 76, 79
53, -63, 87, 66
-82, 18, -76, 78
-82, 46, 86, 83
-74, 99, 35, 100
44, -65, 78, 49
-13, -35, 3, 45
21, -61, 98, -57
-53, -17, -32, 18
28, -24, 74, -1
55, -13, 64, 20
63, -67, 96, 81
-23, -23, 45, 97
-3, 67, 84, 84
-4, -54, 53, -19
-97, -18, -96, 3
95, -97, 97, -85
-58, 96, -19, 100
-96, -14, 43, 56
-18, 3, 82, 74
92, 90, 98, 98
-55, -65, 89, -60
89, -23, 94, 99
-54, 87, 30, 90
-81, -99, -36, -48
31, 94, 45, 97
40, 76, 99, 97
-40, -76, -16, 71
-77, -95, -33, -81
-45, -63, -1, -42
45, -12, 99, 22
-21, -18, 54, 32
-19, -29, 13, 20
-30, 42, 94, 69
10, -29, 90, 0
-67, -45, -15, 55
98, -25, 100, 35
-4, -25, 72, 24
22, -48, 47, -8
-97, 21, 49, 43
59, -81, 79, 93
-22, 51, 88, 86
49, -26, 59, 87
-29, 64, 61, 87
-37, 93, 95, 96
-65, 44, -8, 87
11, -49, 20, 88
-100, 48, -92, 52
76, -47, 86, -30
-95, 3, -65, 86
-21, -61, 19, -16
-12, 34, -4, 51
47, -9, 88, 81
-74, -30, 13, 70
-82, 46, -48, 62
-79, -19, 83, 0
35, -56, 95, 97
-14, -3, 47, 29
92, -31, 96, 73
81, 12, 93, 37
96, 15, 98, 30
50, -48, 80, 29
81, -38, 82, 2
-51, 90, 37, 96
-75, -97, -59, 31
47, 94, 94, 99
59, 31, 77, 43
-36, 26, 60, 73
3, -50, 28, 79
76, 6, 86, 58
-97, -15, -27, 82
-28, 44, 26, 78
-63, -7, 91, 59
93, 57, 96, 77
66, 64, 97, 77
-2, -4, 61, 76
-16, -83, 48, -39
-50, 7, 83, 23
-82, 72, -2, 77
-46, 31, 50, 89
21, -29, 97, 82
-2, -78, 85, 1
50, -90, 95, 69
16, -52, 78, 100
-69, -56, -64, -55
-10, -65, 28, -51
88, 5, 89, 40
10, 1, 25, 31
-65, -35, 12, 2
95, 72, 97, 77
-43, 87, -3, 95
29, 0, 58, 33
87, 7, 92, 17
-52, -5, -18, 81
57, 97, 82, 98
46, -43, 47, 70
29, 68, 100, 95
-30, 60, -1, 77
44, -77, 59, -1
-6, -38, 28, -13
-9, 70, 36, 78
-70, 18, 91, 28
87, -74, 94, -65
-3, -72, 49, 72
56, -84, 100, -29
-35, 49, 69, 67
59, 55, 96, 65
35, 13, 92, 51
30, 25, 51, 58
-78, -82, -74, 23
44, -34, 94, 89
96, 92, 100, 93
59, 5, 78, 59
64, 59, 94, 93
-27, 28, 98, 92
-8, 49, 100, 82
-41, 7, 73, 12
60, -40, 95, 3
-27, 89, 94, 94
-91, 67, -41, 78
98, 41, 99, 47
-70, -73, 46, -53
-17, -64, 3, -37
80, 25, 98, 58
-31, 19, 64, 45
21, -83, 50, 51
-11, -2, 69, 17
-12, 57, 34, 95
6, 13, 46, 80
1, 74, 25, 79
-81, -42, -46, 100
27, -5, 49, 29
2, -38, 72, -19
-28, 41, 8, 68
82, 47, 95, 77
21, -16, 96, 48
-57, -100, -49, -9
-16, -5, 61, 48
31, -13, 66, 93
-67, 56, -56, 86
42, 47, 80, 54
50, -77, 95, -66
9, 86, 55, 100
33, -13, 56, 71
7, -98, 53, 1
-79, 38, -12, 60
8, 44, 95, 66
-37, 16, 4, 66
28, -20, 52, 14
-52, -37, -49, 37
-81, 13, -24, 98
-67, 89, 94, 94
32, -92, 34, -77
-54, 62, -23, 67
-5, 19, 97, 86
70, 29, 78, 30
51, -94, 55, 18
41, -17, 69, 4
-9, -40, 24, 29
39, -45, 55, -20
-36, -69, 92, 39
57, 23, 89, 88
43, -67, 74, -59
-5, -20, 88, -16
71, -91, 92, -38
17, -89, 70, -36
44, 28, 83, 41
16, -25, 70, -16
-74, -99, 12, -32
-96, -19, -39, 92
18, -53, 66, 50
30, -41, 39, 40
-97, 94, -24, 97
32, 1, 61, 80
-26, -83, 99, 90
45, 82, 69, 86
65, -9, 99, 14
97, 98, 99, 100
-23, 15, 47, 21
-99, -36, 7, 93
84, -20, 90, -18
-47, 86, 80, 97
96, 7, 100, 69
-75, -37, 74, 91
-86, 69, -1, 95
-38, 12, 45, 43
-77, 4, -16, 79
35, -1, 80, 10
67, -40, 83, 30
-48, 29, 42, 86
94, 90, 100, 94
44, -38, 53, -31
53, 90, 71, 93
-51, -16, 73, 71
-76, -36, 20, -23
22, -66, 84, 21
32, -74, 82, -24
44, -47, 94, -44
55, 33, 84, 78
-63, -36, -60, 92
59, -1, 99, 99
63, 98, 90, 99
37, 40, 90, 95
-16, 65, 62, 71
-56, 6, 56, 67
-72, -27, 11, 90
-75, 15, -40, 25
57, -67, 59, -64
37, 50, 95, 63
-27, 56, 74, 74
23, -71, 64, -14
-40, 89, 58, 91
-76, 38, 3, 100
-26, 96, 97, 97
7, -46, 53, -24
29, 88, 90, 94
12, -38, 67, 24
-44, 68, -39, 82
-7, 64, 24, 89
15, 79, 90, 92
-64, 20, -35, 70
-29, -95, 9, 3
-42, -25, 38, 77
-32, 62, 32, 92
86, -59, 98, 84
-43, -5, 8, 28
-87, -17, 68, 41
-98, 10, -21, 36
77, 72, 95, 100
-80, -14, 31, 52
67, -30, 85, 62
76, -44, 89, -31
90, -23, 91, 4
-11, -75, 78, 81
30, -98, 53, -68
2, -5, 95, 59
14, -56, 29, 9
-47, -22, -29, 12
-7, 26, 22, 93
43, -62, 77, 15
67, 95, 92, 99
-61, 75, 97, 94
-84, -62, 34, 4
4, 38, 45, 85
-77, 50, -38, 73
-3, -4, 98, 71
-86, 87, -8, 92
65, 27, 66, 33
-51, 53, -42, 91
10, -29, 15, 96
-87, 18, -68, 99
79, -56, 96, -9
-75, 54, 67, 95
71, 45, 95, 52
83, -70, 90, 94
53, 13, 63, 87
-74, 78, -2, 85
56, -5, 75, 14
59, -66, 61, -58
50, 35, 85, 60
96, -33, 99, 98
97, -43, 98, 10
0, -49, 63, 84
-34, 22, 73, 98
44, 65, 71, 76
80, -97, 93, -93
25, -71, 76, 78
96, 86, 98, 99
-75, -69, -67, 21
80, 15, 81, 40
-80, 74, -3, 93
-49, 23, 56, 50
-79, -7, 22, 53
22, 39, 72, 59
-4, -67, 33, 4
4, -83, 61, 90
-91, -84, -79, 22
-82, 36, 33, 42
-46, 76, 22, 91
-27, 18, 83, 30
-17, 73, 30, 89
89, -96, 90, 86
-69, 86, 12, 99
-16, 70, 47, 76
-1, -10, 88, 16
93, 93, 94, 99
91, -12, 94, -9
-59, -68, 35, -10
-19, 19, 12, 97
4, 81, 99, 87
69, 21, 86, 61
-42, -62, 98, -30
34, -74, 81, -2
87, -10, 92, -5
-95, -68, -15, 37
96, 37, 99, 57
77, 66, 93, 80
-17, -84, 57, 58
69, -44, 76, 90
71, -67, 100, -32
28, 73, 47, 97
85, 94, 91, 98
-18, -39, -9, 83
-59, -8, 51, 2
52, 41, 72, 64
-81, -82, 29, 14
-6, -52, 13, 11
-63, 80, 91, 92
70, -92, 71, 12
-47, 0, 73, 89
1, 31, 89, 46
89, 94, 92, 99
-29, 65, 32, 83
38, -20, 89, 33
82, -63, 85, 75
58, 61, 71, 76
48, 55, 63, 57
-78, -24, -22, 37
68, -71, 90, 45
65, 35, 97, 92
36, -64, 38, 84
90, -90, 98, 77
49, 98, 85, 100
55, -78, 99, -46
-13, 10, -12, 48
62, -32, 67, -7
-82, -73, 88, 29
-26, 31, 100, 50
-27, -87, 31, 95
-53, 1, 28, 80
58, 87, 72, 100
92, -70, 96, 28
45, 7, 61, 74
16, 95, 32, 96
-65, 92, 11, 95
-6, -29, 12, 49
-66, 88, 46, 95
-13, 77, 56, 87
12, -77, 37, 68
-46, -35, 62, -26
25, 3, 53, 92
-71, -7, -5, 8
-92, -23, 38, 34
-22, -72, 19, 14
2, -95, 43, -22
50, 13, 72, 19
-82, 72, 20, 91
2, -97, 18, 96
80, 3, 94, 15
20, 92, 93, 96
-17, 20, 74, 79
22, 93, 47, 95
-12, 13, 53, 35
-69, -17, 34, 6
3, -80, 98, -14
-44, -73, -42, -12
-18, 77, 59, 89
26, -73, 93, 69
-28, 84, 89, 87
-86, 68, -44, 76
54, -64, 97, 86
-42, 62, 23, 63
-92, 98, 44, 99
73, 10, 81, 38
-62, -9, 48, 2
26, -89, 54, -34
91, 25, 94, 52
69, -39, 72, -8
-96, -62, 65, -27
26, -31, 73, 32
9, -88, 39, -26
-71, 18, 28, 76
-31, 40, 39, 45
71, -62, 98, 98
91, 58, 98, 67
-47, 16, 89, 69
-48, 4, 1, 15
77, -95, 82, 70
-41, -74, 69, 75
-96, 63, -74, 94
83, -87, 90, 54
55, -55, 93, 65
-92, -58, 46, 16
88, 48, 93, 92
70, 78, 73, 84
11, -45, 88, -14
13, -24, 78, 78
-23, 51, -16, 67
-67, -66, 48, -33
76, 58, 88, 86
-66, 54, 72, 95
-33, 99, 67, 100
95, -20, 97, 2
-10, 21, 27, 80
-73, 71, 85, 78
-31, 36, 37, 73
51, 59, 68, 99
-30, 79, -11, 86
41, -48, 72, -34
44, -37, 52, 74
27, 73, 56, 83
68, 10, 93, 68
99, 50, 100, 57
22, -67, 53, -53
70, -97, 93, 91
-53, -63, -45, 53
-54, -67, 88, 99
-33, 52, 39, 66
-21, -60, 44, -51
-59, 59, 36, 95
34, 45, 95, 64
57, 11, 74, 15
-84, -64, -55, -48
4, 68, 62, 95
25, 81, 39, 98
15, 37, 62, 54
-16, -99, 38, -94
-45, -22, 64, 24
-59, 61, 26, 82
-95, 14, -25, 17
-36, 64, -12, 94
-59, -65, -11, 75
-55, 26, -5, 69
-99, 70, -31, 85
-55, 46, 33, 54
-12, 69, 71, 90
19, 93, 65, 95
12, -36, 64, 13
66, 57, 78, 83
-94, 30, 75, 93
-100, 75, -30, 91
-38, -30, -33, 100
-43, -26, 77, 66
-89, 66, 16, 84
-83, -72, 64, 43
-34, -59, 25, -33
-93, -62, -15, -54
81, -99, 97, 93
-89, 55, -1, 56
34, -68, 38, 27
-53, -99, -15, -46
-73, -39, -30, 57
